type,timestamp,time_diff,totalCursorDistance,totalMouseClicks,user_id,version_id,option_id,old_vote,new_vote,vote_diff,option_position,option_position_view
options/updateOptionVotes,2023-10-01 23:48:33.496000+00:00,2.993,123.08197718891856,2,S007,v1,option_9,7.0,6.0,-1.0,1.0,6.0
options/updateOptionVotes,2023-10-01 23:48:36.511000+00:00,3.015,309.49046629321407,2,S007,v1,option_9,6.0,5.0,-1.0,1.0,6.0
options/updateOptionVotes,2023-10-01 23:48:41.608000+00:00,5.097,451.6186046608735,2,S007,v1,option_5,6.0,5.0,-1.0,6.0,1.0
options/updateOptionVotes,2023-10-01 23:49:02.667000+00:00,21.059000000000005,804.6064681659809,2,S007,v1,option_9,5.0,3.0,-2.0,1.0,6.0
options/updateOptionVotes,2023-10-01 23:49:05.256000+00:00,2.589,604.162072171359,2,S007,v1,option_5,5.0,7.0,2.0,6.0,1.0
options/updateOptionVotes,2023-10-01 23:49:17.789000+00:00,12.533,564.6417823823776,2,S007,v1,option_27,0.0,1.0,1.0,2.0,5.0
initializing system,2023-10-03 13:39:17.849000+00:00,57.249,10302.083923242364,0,S012,v1,,,,,,
options/updateOptionVotes,2023-10-03 13:42:45.954000+00:00,150.856,26596.58975169372,9,S012,v1,option_3,0.0,1.0,1.0,6.0,1.0
options/updateOptionVotes,2023-10-03 13:42:51.961000+00:00,6.007,1619.4337494624658,2,S012,v1,option_5,0.0,2.0,2.0,5.0,2.0
options/updateOptionVotes,2023-10-03 13:43:07.441000+00:00,15.48,1057.6591714613162,2,S012,v1,option_18,0.0,2.0,2.0,2.0,5.0
options/updateOptionVotes,2023-10-03 13:43:18.252000+00:00,10.811,454.735359411181,2,S012,v1,option_8,0.0,0.0,0.0,1.0,6.0
options/updateOptionVotes,2023-10-03 13:43:45.230000+00:00,26.978000000000005,5511.990812334646,4,S012,v1,option_29,0.0,1.0,1.0,3.0,4.0
options/updateOptionVotes,2023-10-03 13:43:55.041000+00:00,9.811,3162.9781882695206,2,S012,v1,option_8,0.0,1.0,1.0,1.0,6.0
options/updateOptionVotes,2023-10-03 13:43:57.988000+00:00,2.947,193.93377657163543,2,S012,v1,option_18,2.0,4.0,2.0,2.0,5.0
options/updateOptionVotes,2023-10-03 13:44:02.398000+00:00,4.41,253.1693430448161,2,S012,v1,option_5,2.0,4.0,2.0,5.0,2.0
options/updateOptionVotes,2023-10-03 13:44:05.358000+00:00,2.96,307.201550448827,2,S012,v1,option_9,0.0,2.0,2.0,4.0,3.0
options/updateOptionVotes,2023-10-03 13:44:09.238000+00:00,3.88,311.0337018229045,2,S012,v1,option_29,1.0,3.0,2.0,3.0,4.0
options/updateOptionVotes,2023-10-03 13:44:14.774000+00:00,5.536,323.872700773461,2,S012,v1,option_3,1.0,2.0,1.0,6.0,1.0
options/updateOptionVotes,2023-10-03 13:44:17.631000+00:00,2.857,459.0703846006018,2,S012,v1,option_9,2.0,3.0,1.0,4.0,3.0
options/updateOptionVotes,2023-10-03 13:44:23.043000+00:00,5.411999999999999,622.7774716526294,2,S012,v1,option_8,1.0,2.0,1.0,1.0,6.0
initializing system,2023-10-03 16:41:42.237000+00:00,89.656,5557.778323183458,1,S014,v1,,,,,,
options/updateOptionVotes,2023-10-03 16:43:33.311000+00:00,21.418,1962.5353817786,2,S014,v1,option_10,0.0,4.0,4.0,4.0,3.0
options/updateOptionVotes,2023-10-03 16:43:40.662000+00:00,7.351,394.7713025507687,2,S014,v1,option_1,0.0,4.0,4.0,5.0,2.0
options/updateOptionVotes,2023-10-03 16:43:51.870000+00:00,11.208000000000002,1028.7856696324104,2,S014,v1,option_13,0.0,5.0,5.0,1.0,6.0
initializing system,2023-10-04 19:30:29.828000+00:00,55.34,2123.473818997511,1,S018,v1,,,,,,
options/updateOptionVotes,2023-10-04 19:31:37.168000+00:00,12.0,2442.019832527349,2,S018,v1,option_27,0.0,4.0,4.0,4.0,3.0
options/updateOptionVotes,2023-10-04 19:31:44.288000+00:00,7.12,336.242157107304,2,S018,v1,option_23,0.0,3.0,3.0,1.0,6.0
options/updateOptionVotes,2023-10-04 19:31:50.880000+00:00,6.5920000000000005,353.4435164697713,2,S018,v1,option_1,0.0,5.0,5.0,2.0,5.0
options/updateOptionVotes,2023-10-04 19:31:55.166000+00:00,4.286,421.8916512022402,2,S018,v1,option_1,5.0,3.0,-2.0,2.0,5.0
options/updateOptionVotes,2023-10-04 19:32:05.180000+00:00,10.014,580.8887521598542,2,S018,v1,option_8,0.0,4.0,4.0,3.0,4.0
options/updateOptionVotes,2023-10-04 19:32:09.195000+00:00,4.015000000000001,347.8680399809337,2,S018,v1,option_5,0.0,1.0,1.0,5.0,2.0
options/updateOptionVotes,2023-10-04 19:32:11.660000+00:00,2.465,224.5032510529832,2,S018,v1,option_7,0.0,2.0,2.0,6.0,1.0
options/updateOptionVotes,2023-10-04 19:32:18.657000+00:00,6.997,880.2754393302315,3,S018,v1,option_5,1.0,2.0,1.0,5.0,2.0
initializing system,2023-10-07 14:05:39.682000+00:00,58.602,7042.712110608808,0,S024,v1,,,,,,
options/updateOptionVotes,2023-10-07 14:07:32.938000+00:00,54.654,4785.048064172216,5,S024,v1,option_18,0.0,3.0,3.0,6.0,1.0
options/updateOptionVotes,2023-10-07 14:07:34.635000+00:00,1.697,129.1790569105357,2,S024,v1,option_5,0.0,3.0,3.0,1.0,6.0
options/updateOptionVotes,2023-10-07 14:07:36.165000+00:00,1.53,160.21388046750707,2,S024,v1,option_15,0.0,3.0,3.0,5.0,2.0
options/updateOptionVotes,2023-10-07 14:07:38.484000+00:00,2.319,271.357045287129,2,S024,v1,option_16,0.0,3.0,3.0,2.0,5.0
options/updateOptionVotes,2023-10-07 14:07:40.239000+00:00,1.755,131.76176548372416,2,S024,v1,option_4,0.0,3.0,3.0,4.0,3.0
options/updateOptionVotes,2023-10-07 14:07:42.173000+00:00,1.934,146.16991786888957,2,S024,v1,option_8,0.0,3.0,3.0,3.0,4.0
options/updateOptionVotes,2023-10-07 14:09:04.504000+00:00,82.331,9688.47065144198,2,S024,v1,option_16,3.0,4.0,1.0,2.0,5.0
options/updateOptionVotes,2023-10-07 14:09:11.074000+00:00,6.57,835.0260905475611,3,S024,v1,option_8,3.0,2.0,-1.0,3.0,4.0
options/updateOptionVotes,2023-10-07 14:09:24.855000+00:00,13.781,1326.3402300727018,2,S024,v1,option_15,3.0,4.0,1.0,5.0,2.0
options/updateOptionVotes,2023-10-07 14:09:34.843000+00:00,9.988,807.4672188212194,2,S024,v1,option_18,3.0,2.0,-1.0,6.0,1.0
options/updateOptionVotes,2023-10-07 14:09:52.417000+00:00,17.573999999999998,5042.02545592199,2,S024,v1,option_18,2.0,3.0,1.0,6.0,1.0
options/updateOptionVotes,2023-10-07 14:10:39.161000+00:00,46.744,6940.609170545788,8,S024,v1,option_5,3.0,2.0,-1.0,1.0,6.0
initializing system,2023-10-09 23:35:52.632000+00:00,63.36,2357.688523776113,0,S029,v1,,,,,,
options/updateOptionVotes,2023-10-09 23:37:44.746000+00:00,48.754,6845.016361912367,2,S029,v1,option_1,0.0,4.0,4.0,2.0,5.0
options/updateOptionVotes,2023-10-09 23:37:55.263000+00:00,10.517,1505.6274530942655,2,S029,v1,option_26,0.0,4.0,4.0,6.0,1.0
options/updateOptionVotes,2023-10-09 23:38:06.042000+00:00,10.779,1615.355853778988,3,S029,v1,option_16,0.0,3.0,3.0,3.0,4.0
options/updateOptionVotes,2023-10-09 23:38:09.596000+00:00,3.5540000000000003,439.1392451619892,2,S029,v1,option_26,4.0,3.0,-1.0,6.0,1.0
options/updateOptionVotes,2023-10-09 23:38:11.430000+00:00,1.834,386.5287289439783,2,S029,v1,option_1,4.0,3.0,-1.0,2.0,5.0
options/updateOptionVotes,2023-10-09 23:38:13.518000+00:00,2.088,811.0283725177617,2,S029,v1,option_16,3.0,4.0,1.0,3.0,4.0
options/updateOptionVotes,2023-10-09 23:38:34.403000+00:00,20.885000000000005,1343.0653123649477,2,S029,v1,option_22,0.0,2.0,2.0,1.0,6.0
options/updateOptionVotes,2023-10-09 23:38:41.289000+00:00,6.886,678.4980613141844,3,S029,v1,option_11,0.0,1.0,1.0,4.0,3.0
options/updateOptionVotes,2023-10-09 23:38:44.584000+00:00,3.295,412.4963316041045,2,S029,v1,option_14,0.0,1.0,1.0,5.0,2.0
options/updateOptionVotes,2023-10-09 23:38:50.232000+00:00,5.648,840.4328846025727,2,S029,v1,option_16,4.0,5.0,1.0,3.0,4.0
options/updateOptionVotes,2023-10-09 23:38:56.510000+00:00,6.278,528.0637743604397,2,S029,v1,option_26,3.0,4.0,1.0,6.0,1.0
options/updateOptionVotes,2023-10-09 23:39:07.085000+00:00,10.575,512.8143520434999,2,S029,v1,option_22,2.0,3.0,1.0,1.0,6.0
options/updateOptionVotes,2023-10-09 23:39:13.104000+00:00,6.019,682.382467345856,2,S029,v1,option_22,3.0,2.0,-1.0,1.0,6.0
initializing system,2023-10-11 20:34:30.701000+00:00,46.789,6567.588941743824,0,S032,v1,,,,,,
options/updateOptionVotes,2023-10-11 20:35:32.838000+00:00,15.348,6791.374230960731,2,S032,v1,option_6,0.0,-7.0,-7.0,5.0,2.0
options/updateOptionVotes,2023-10-11 20:35:36.089000+00:00,3.251,461.7378470876388,2,S032,v1,option_6,-7.0,0.0,7.0,5.0,2.0
options/updateOptionVotes,2023-10-11 20:35:42.263000+00:00,6.174,1865.2443081944125,3,S032,v1,option_19,0.0,2.0,2.0,4.0,3.0
options/updateOptionVotes,2023-10-11 20:35:44.132000+00:00,1.869,257.1746901583194,2,S032,v1,option_19,2.0,3.0,1.0,4.0,3.0
options/updateOptionVotes,2023-10-11 20:35:48.440000+00:00,4.308000000000001,1892.82836075054,3,S032,v1,option_5,0.0,1.0,1.0,3.0,4.0
options/updateOptionVotes,2023-10-11 20:35:53.930000+00:00,5.489999999999999,1428.0438084983284,3,S032,v1,option_25,0.0,2.0,2.0,2.0,5.0
options/updateOptionVotes,2023-10-11 20:36:00.488000+00:00,6.558,1410.6064330397317,3,S032,v1,option_17,0.0,3.0,3.0,1.0,6.0
options/updateOptionVotes,2023-10-11 20:36:05.124000+00:00,4.636,1393.8644727617238,2,S032,v1,option_18,0.0,3.0,3.0,6.0,1.0
options/updateOptionVotes,2023-10-11 20:36:07.959000+00:00,2.835,693.280512937393,2,S032,v1,option_19,3.0,5.0,2.0,4.0,3.0
options/updateOptionVotes,2023-10-11 20:36:11.649000+00:00,3.69,1040.962504034378,2,S032,v1,option_25,2.0,4.0,2.0,2.0,5.0
options/updateOptionVotes,2023-10-11 20:36:17.206000+00:00,5.556999999999999,1328.686883319854,2,S032,v1,option_18,3.0,2.0,-1.0,6.0,1.0
options/updateOptionVotes,2023-10-11 20:36:24.092000+00:00,6.886,1347.412219610959,2,S032,v1,option_6,0.0,-2.0,-2.0,5.0,2.0
initializing system,2023-10-13 17:32:16.957000+00:00,63.213,1387.2928772600198,0,S036,v1,,,,,,
options/updateOptionVotes,2023-10-13 17:34:30.548000+00:00,70.378,2094.520530401354,4,S036,v1,option_24,0.0,-3.0,-3.0,3.0,4.0
options/updateOptionVotes,2023-10-13 17:34:38.332000+00:00,7.784,824.9116109227407,2,S036,v1,option_26,0.0,-3.0,-3.0,2.0,5.0
options/updateOptionVotes,2023-10-13 17:34:52.676000+00:00,14.344,559.314761125788,2,S036,v1,option_24,-3.0,4.0,7.0,3.0,4.0
options/updateOptionVotes,2023-10-13 17:35:01.773000+00:00,9.097,753.9239695712538,2,S036,v1,option_5,0.0,2.0,2.0,1.0,6.0
options/updateOptionVotes,2023-10-13 17:35:12.905000+00:00,11.132,429.043739593264,2,S036,v1,option_4,0.0,2.0,2.0,6.0,1.0
options/updateOptionVotes,2023-10-13 17:35:17.355000+00:00,4.45,333.4612924464041,2,S036,v1,option_7,0.0,2.0,2.0,4.0,3.0
options/updateOptionVotes,2023-10-13 17:35:25.652000+00:00,8.296999999999999,715.9249752867589,2,S036,v1,option_26,-3.0,-4.0,-1.0,2.0,5.0
options/updateOptionVotes,2023-10-13 17:35:39.578000+00:00,13.925999999999998,1340.6255905973485,2,S036,v1,option_10,0.0,-4.0,-4.0,5.0,2.0
options/updateOptionVotes,2023-10-13 17:36:02.495000+00:00,22.917,1175.3971074882752,3,S036,v1,option_5,2.0,1.0,-1.0,1.0,6.0
initializing system,2023-10-15 19:54:36.875000+00:00,61.312,2672.34650615201,0,S040,v1,,,,,,
options/updateOptionVotes,2023-10-15 19:57:14.633000+00:00,96.446,10522.732634335893,6,S040,v1,option_9,0.0,5.0,5.0,2.0,5.0
options/updateOptionVotes,2023-10-15 19:57:20.830000+00:00,6.197,526.0228931450209,2,S040,v1,option_19,0.0,5.0,5.0,6.0,1.0
options/updateOptionVotes,2023-10-15 19:57:25.859000+00:00,5.029,869.103805833952,2,S040,v1,option_9,5.0,4.0,-1.0,2.0,5.0
options/updateOptionVotes,2023-10-15 19:57:33.869000+00:00,8.010000000000002,1614.1717033740956,3,S040,v1,option_16,0.0,3.0,3.0,4.0,3.0
options/updateOptionVotes,2023-10-15 19:57:36.807000+00:00,2.938,82.95981683258545,2,S040,v1,option_24,0.0,3.0,3.0,1.0,6.0
